"Text","URL"
"Distribution of PDF and Incentive for Sponsored Projects","https://pec.ac.in/sites/default/files/uploads/distribution_pdf_sp_2020.pdf"
"Url: 50","https://pec.ac.in/research/contacts"
"Skip to main content","https://pec.ac.in/research/contacts#main-content"
"Quick Links","https://pec.ac.in/research/contacts#0"
"Url: 51","https://pec.ac.in/campus-life"
"Skip to main content","https://pec.ac.in/campus-life#main-content"
"Technical Societies","https://pec.ac.in/students/technical-societies"
"Cultural Clubs","https://pec.ac.in/cultural-clubs"
"Our Recent Events","https://pec.ac.in/clubs/recent-events"
"Our Recent Achievements","https://pec.ac.in/clubs/recent-achievements"
"Forms","https://pec.ac.in/forms"
"NSS","https://pec.ac.in/nss"
"NCC","https://pec.ac.in/ncc"
"Financial Assistance","https://pec.ac.in/current-students/financial-assistance"
"Contact Us","https://pec.ac.in/current-students/contact-us"
"Equivalent Ranks","https://pec.ac.in/ncc/equivalent-ranks"
"Quick Links","https://pec.ac.in/campus-life#0"
"Url: 52","https://pec.ac.in/current-students"
"Skip to main content","https://pec.ac.in/current-students#main-content"
"Quick Links","https://pec.ac.in/current-students#0"
"Url: 53","https://pec.ac.in/facilities"
"Skip to main content","https://pec.ac.in/facilities#main-content"
"Quick Links","https://pec.ac.in/facilities#0"
"Read More","https://pec.ac.in/sports"
"Url: 54","https://pec.ac.in/events/mou-signed-between-pec-and-bansal-envirotech"
"Skip to main content","https://pec.ac.in/events/mou-signed-between-pec-and-bansal-envirotech#main-content"
"Quick Links","https://pec.ac.in/events/mou-signed-between-pec-and-bansal-envirotech#0"
"Url: 55","https://pec.ac.in/events/mou-signed-between-pec-and-kisco-india-private-limited-kipl"
"Skip to main content","https://pec.ac.in/events/mou-signed-between-pec-and-kisco-india-private-limited-kipl#main-content"
"Quick Links","https://pec.ac.in/events/mou-signed-between-pec-and-kisco-india-private-limited-kipl#0"
"Url: 56","https://pec.ac.in/events/homecoming-2020-first-annual-alumni-meet"
"Skip to main content","https://pec.ac.in/events/homecoming-2020-first-annual-alumni-meet#main-content"
"Quick Links","https://pec.ac.in/events/homecoming-2020-first-annual-alumni-meet#0"
"Url: 57","https://pec.ac.in/events/siemens-center-excellence-inaugurated-pec"
"Skip to main content","https://pec.ac.in/events/siemens-center-excellence-inaugurated-pec#main-content"
"Quick Links","https://pec.ac.in/events/siemens-center-excellence-inaugurated-pec#0"
"Url: 58","https://pec.ac.in/donations/distinguished-alumnus-award"
"Skip to main content","https://pec.ac.in/donations/distinguished-alumnus-award#main-content"
"Our Latest Donors","https://pec.ac.in/donations/our_latest_donors"
"Click Here for Nomination Form","https://pec.ac.in/donations/nomination-form-distinguished-alumnus-award"
"Url: 59","https://pec.ac.in/events/oldest-alum-attendance-homecoming-2020"
"Skip to main content","https://pec.ac.in/events/oldest-alum-attendance-homecoming-2020#main-content"
"Quick Links","https://pec.ac.in/events/oldest-alum-attendance-homecoming-2020#0"
"Url: 60","https://pec.ac.in/events/mou-signed-between-pec-and-peda"
"Skip to main content","https://pec.ac.in/events/mou-signed-between-pec-and-peda#main-content"
"Quick Links","https://pec.ac.in/events/mou-signed-between-pec-and-peda#0"
"Url: 61","https://pec.ac.in/events/98th-foundation-day"
"Skip to main content","https://pec.ac.in/events/98th-foundation-day#main-content"
"Quick Links","https://pec.ac.in/events/98th-foundation-day#0"
"Url: 65","https://pec.ac.in/donations/"
"Skip to main content","https://pec.ac.in/donations/#main-content"
"Read More","https://pec.ac.in/donations/content/alumni-endowments-covid-emergency-funds"
"Read More","https://pec.ac.in/donations/content/establishing-scholarships-financially-underprivileged-students"
"Read More","https://pec.ac.in/donations/content/refurbishing-hostelscommon-facilities"
"Make Donation","https://pec.ac.in/donations/make-payment"
"Url: 66","https://pec.ac.in/jobs/job-19-7-18/details"
"Skip to main content","https://pec.ac.in/jobs/job-19-7-18/details#main-content"
"Quick Links","https://pec.ac.in/jobs/job-19-7-18/details#0"
"Download Detail","https://pec.ac.in/sites/default/files/uploads/jobs/Rolling%20Advertisment%20_2018.pdf"
"Download Application Form","https://pec.ac.in/sites/default/files/uploads/jobs/application_form_19-7-18.pdf"
"Download Corrigendum Dated 16-08-2018","https://pec.ac.in/sites/default/files/uploads/jobs/corrigendum_16-8-18.pdf"
"Download Corrigendum Dated 01-01-2020","https://pec.ac.in/sites/default/files/uploads/pdf/corrigendum_1-1-2020.pdf"
"Url: 67","https://pec.ac.in/events/voyager-program-details"
"Skip to main content","https://pec.ac.in/events/voyager-program-details#main-content"
"Quick Links","https://pec.ac.in/events/voyager-program-details#0"
"Url: 68","https://pec.ac.in/events/dr-sanjeev-kumar-pec-india-2020-top-cited-paper-award"
"Skip to main content","https://pec.ac.in/events/dr-sanjeev-kumar-pec-india-2020-top-cited-paper-award#main-content"
"Quick Links","https://pec.ac.in/events/dr-sanjeev-kumar-pec-india-2020-top-cited-paper-award#0"
"Dr. Sanjeev Kumar, Applied Science Department","https://pec.ac.in/sanjeev-kumar"
"Click Here to View Award","https://pec.ac.in/sites/default/files/uploads/events/sanjeev_kumar_award.pdf"
"Url: 69","https://pec.ac.in/events/online-short-term-course-stc-smart-functional-materials-emerging-applications"
"Skip to main content","https://pec.ac.in/events/online-short-term-course-stc-smart-functional-materials-emerging-applications#main-content"
"Quick Links","https://pec.ac.in/events/online-short-term-course-stc-smart-functional-materials-emerging-applications#0"
"Url: 70","https://pec.ac.in/events/webinar-ansys-high-frequency-application-5g-antenna"
"Skip to main content","https://pec.ac.in/events/webinar-ansys-high-frequency-application-5g-antenna#main-content"
"Quick Links","https://pec.ac.in/events/webinar-ansys-high-frequency-application-5g-antenna#0"
"Url: 71","https://pec.ac.in/events/two-days-workshop-advanced-functional-materials-wafm-2020"
"Skip to main content","https://pec.ac.in/events/two-days-workshop-advanced-functional-materials-wafm-2020#main-content"
"Quick Links","https://pec.ac.in/events/two-days-workshop-advanced-functional-materials-wafm-2020#0"
"Url: 72","https://pec.ac.in/events/online-short-term-course-nanotechnology-electronic-and-photonic-devices-nanodev-2020"
"Skip to main content","https://pec.ac.in/events/online-short-term-course-nanotechnology-electronic-and-photonic-devices-nanodev-2020#main-content"
"Quick Links","https://pec.ac.in/events/online-short-term-course-nanotechnology-electronic-and-photonic-devices-nanodev-2020#0"
"Url: 73","https://pec.ac.in/events/six-weeks-workshop-web-development-introduction-programming-internet-things-iot"
"Skip to main content","https://pec.ac.in/events/six-weeks-workshop-web-development-introduction-programming-internet-things-iot#main-content"
"Quick Links","https://pec.ac.in/events/six-weeks-workshop-web-development-introduction-programming-internet-things-iot#0"
"Url: 74","https://pec.ac.in/events/kalpana-chawla-memorial-lecture-national-seminar"
"Skip to main content","https://pec.ac.in/events/kalpana-chawla-memorial-lecture-national-seminar#main-content"
"Quick Links","https://pec.ac.in/events/kalpana-chawla-memorial-lecture-national-seminar#0"
"Url: 75","https://pec.ac.in/coe/collaborations"
"Skip to main content","https://pec.ac.in/coe/collaborations#main-content"
"Key Activities","https://pec.ac.in/coe/key-activities"
"Facilities","https://pec.ac.in/coe/facilities"
"Ongoing Projects","https://pec.ac.in/coe/ongoing-projects"
"Happenings","https://pec.ac.in/coe/happenings"
"Contact Us","https://pec.ac.in/coe/contact-us"
"Quick Links","https://pec.ac.in/coe/collaborations#0"
"Url: 76","https://pec.ac.in/current-students/time-tables"
"Skip to main content","https://pec.ac.in/current-students/time-tables#main-content"
"Quick Links","https://pec.ac.in/current-students/time-tables#0"
"Aerospace Engineering","https://pec.ac.in/current-students/time-tables#tab1"
"Click Here to Download Time Table","https://pec.ac.in/sites/default/files/uploads/tt_aero_20211.pdf"
"Applied Sciences","https://pec.ac.in/current-students/time-tables#tab6"
"Civil Engineering","https://pec.ac.in/current-students/time-tables#tab3"
"Click Here to Download Time Table","https://pec.ac.in/sites/default/files/uploads/tt_civil_20211.pdf"
"Computer Science & Engineering","https://pec.ac.in/current-students/time-tables#tab7"
"Click Here to Download Time Table","https://pec.ac.in/sites/default/files/uploads/tt_cse_20211.pdf"
"Electrical Engineering","https://pec.ac.in/current-students/time-tables#tab4"
"Click Here to Download Time Table","https://pec.ac.in/sites/default/files/uploads/tt_ele_20211.pdf"
"Electronics and Communication Engineering","https://pec.ac.in/current-students/time-tables#tab10"
"Click Here to Download Time Table","https://pec.ac.in/sites/default/files/uploads/tt_ece_20211_1.pdf"
"Mechanical Engineering","https://pec.ac.in/current-students/time-tables#tab11"
"Materials and Metallurgical Engineering","https://pec.ac.in/current-students/time-tables#tab2"
"Click Here to Download Time Table","https://pec.ac.in/sites/default/files/uploads/tt_metta_20211.pdf"
"Production & Industrial Engineering","https://pec.ac.in/current-students/time-tables#tab9"
"Centre of Management & Humanities","https://pec.ac.in/current-students/time-tables#tab20"
"Cyber Security Research Centre","https://pec.ac.in/current-students/time-tables#tab21"
"Url: 77","https://pec.ac.in/current-students/examination"
"Skip to main content","https://pec.ac.in/current-students/examination#main-content"
"Quick Links","https://pec.ac.in/current-students/examination#0"
"Aerospace Engineering","https://pec.ac.in/current-students/examination#tab1"
"Applied Sciences","https://pec.ac.in/current-students/examination#tab9"
"Civil Engineering","https://pec.ac.in/current-students/examination#tab2"
"Click Here to Download Datesheet","https://pec.ac.in/sites/default/files/uploads/datesheet_mid_sem_civil_19202.pdf"
"Computer Science and Engineering","https://pec.ac.in/current-students/examination#tab3"
"Click Here to Download Datesheet","https://pec.ac.in/sites/default/files/uploads/datesheet_mid_sem_cse_19202.pdf"
"Electrical Engineering","https://pec.ac.in/current-students/examination#tab4"
"Click Here to Download Datesheet","https://pec.ac.in/sites/default/files/uploads/datesheet_mid_sem_ee_19202_revised.pdf"
"Electronics and Communication Engineering","https://pec.ac.in/current-students/examination#tab5"
"Mechanical Engineering","https://pec.ac.in/current-students/examination#tab6"
"Materials and Metallurgical Engineering","https://pec.ac.in/current-students/examination#tab7"
"Production and Industrial Engineering","https://pec.ac.in/current-students/examination#tab8"
"Click Here to Download Datesheet","https://pec.ac.in/sites/default/files/uploads/datesheet_mid_sem_prod_19202.pdf"
"Url: 78","https://pec.ac.in/academics/calendar"
"Skip to main content","https://pec.ac.in/academics/calendar#main-content"
"Quick Links","https://pec.ac.in/academics/calendar#0"
"Academic Calendar for 20211 semester (July-Dec2020)","https://pec.ac.in/academics/calendar#collapseTwo"
"Academic Calendar for 20211 semester (July-Dec2020)","https://pec.ac.in/sites/default/files/uploads/academic_calendar_20211.pdf"
"Url: 79","https://pec.ac.in/library"
"Skip to main content","https://pec.ac.in/library#main-content"
"Facilities","https://pec.ac.in/library/facilities"
"Sections","https://pec.ac.in/library/sections"
"Membership Facilities","https://pec.ac.in/library/membership-facilities"
"Library Automation","https://pec.ac.in/library/automation"
"Multimedia Resource Centre","https://pec.ac.in/library/multimedia-resource-centre"
"Resources","https://pec.ac.in/library/e-resources"
"Team","https://pec.ac.in/library/team"
"Internal Services","https://pec.ac.in/library/internal-services"
"Quick Links","https://pec.ac.in/library#0"
"Url: 80","https://pec.ac.in/computer-centre"
"Skip to main content","https://pec.ac.in/computer-centre#main-content"
"Computer Centre: At a Glance","https://pec.ac.in/cc/computer-centre-glance"
"Campus Network","https://pec.ac.in/cc/campus-network"
"Data Centre","https://pec.ac.in/cc/data-centre"
"Centralized Softwares","https://pec.ac.in/cc/centralized-softwares"
"Open Source Software","https://pec.ac.in/cc/open-source-softwares"
"In-House Web-Application Development","https://pec.ac.in/cc/in-house-development"
"Services","https://pec.ac.in/services-provided-computer-center"
"Faculty","https://pec.ac.in/cc/faculty"
"Network Usage Policy","https://pec.ac.in/cc/network-usage-policy"
"Training/Workshops Organized","https://pec.ac.in/cc/department-news"
"Web Help","https://pec.ac.in/web-help"
"Webmaster","https://pec.ac.in/webmaster"
"Location","https://pec.ac.in/cc/locate-centre"
"Quick Links","https://pec.ac.in/computer-centre#0"
"Url: 81","https://pec.ac.in/Sports"
"Skip to main content","https://pec.ac.in/Sports#main-content"
"Sports Facilities","https://pec.ac.in/sports-facilities"
"Fitness Centre","https://pec.ac.in/fitness-centre"
"Honours & Awards","https://pec.ac.in/honours-awards"
"Forms","https://pec.ac.in/sports/forms"
"Quick Links","https://pec.ac.in/Sports#0"
"Url: 82","https://pec.ac.in/hostels"
"Skip to main content","https://pec.ac.in/hostels#main-content"
"Quick Links","https://pec.ac.in/hostels#0"
"Url: 83","https://pec.ac.in/medical-facilities"
"Skip to main content","https://pec.ac.in/medical-facilities#main-content"
"Quick Links","https://pec.ac.in/medical-facilities#0"
"Url: 84","https://pec.ac.in/workshops"
"Skip to main content","https://pec.ac.in/workshops#main-content"
"Quick Links","https://pec.ac.in/workshops#0"
"Url: 85","https://pec.ac.in/multimedia"
"Skip to main content","https://pec.ac.in/multimedia#main-content"
"Quick Links","https://pec.ac.in/multimedia#0"
"Videos Gallery @ PEC","https://pec.ac.in/videos"
"PECPOST , January 2017","https://pec.ac.in/multimedia/pecpost/jan/17"
"PECPOST , August 2015","https://pec.ac.in/multimedia/pecpost/aug/15"
"PECPOST , September 2015","https://pec.ac.in/multimedia/pecpost/sep/15"
"PECPOST , November 2015","https://pec.ac.in/multimedia/pecpost/nov/15"
"Url: 86","https://pec.ac.in/prospectus"
"Skip to main content","https://pec.ac.in/prospectus#main-content"
"Quick Links","https://pec.ac.in/prospectus#0"
"Click Here to Download Brochure","https://pec.ac.in/sites/default/files/uploads/jac_brochure_17.pdf"
"Click Here to Download Brochure","https://pec.ac.in/sites/default/files/uploads/jac_brochure_16.pdf"
"Click Here to Download Brochure","https://pec.ac.in/sites/default/files/uploads/jac_brochure_15.pdf"
"Click Here to Download Brochure","https://pec.ac.in/sites/default/files/uploads/jac_brochure_14.pdf"
"Click Here to Download Brochure","https://pec.ac.in/sites/default/files/uploads/jac_brochure_13.pdf"
"Prospectus – 2017 – 2018","https://pec.ac.in/sites/default/files/attachments/prospectus_17-18.pdf"
"Prospectus – 2015 – 2016","https://pec.ac.in/sites/default/files/attachments/prospectus-1516.pdf"
"Prospectus – 2014 – 2015","https://pec.ac.in/sites/default/files/attachments/Prospectus-2014-15.pdf"
"Prospectus – 2013 – 2014","https://pec.ac.in/sites/default/files/attachments/Prospectus-2013-14.pdf"
"Prospectus – 2012 – 2013","https://pec.ac.in/sites/default/files/attachments/Prospectus-2012-131.pdf"
"Prospectus – 2011 – 2012","https://pec.ac.in/sites/default/files/attachments/Prospectus-2011-12.pdf"
"Prospectus – 2010 – 2011","https://pec.ac.in/sites/default/files/attachments/Prospectus-2010-11.pdf"
"Url: 87","https://pec.ac.in/institute/sexual-harassment-complaints-committee"
"Skip to main content","https://pec.ac.in/institute/sexual-harassment-complaints-committee#main-content"
"Quick Links","https://pec.ac.in/institute/sexual-harassment-complaints-committee#0"
"Url: 88","https://pec.ac.in/credits"
"Skip to main content","https://pec.ac.in/credits#main-content"
"Quick Links","https://pec.ac.in/credits#0"
"Url: 89","https://pec.ac.in/web_editor"
"Skip to main content","https://pec.ac.in/web_editor#main-content"
"Quick Links","https://pec.ac.in/web_editor#0"
"Request new password","https://pec.ac.in/web_editor/password"
"Url: 90","https://pec.ac.in/anti-ragging"
"Skip to main content","https://pec.ac.in/anti-ragging#main-content"
"Anti-Ragging Committee","https://pec.ac.in/anti-ragging/committee"
"Contacts","https://pec.ac.in/anti-ragging/contacts"
"Quick Links","https://pec.ac.in/anti-ragging#0"
"English Version","https://pec.ac.in/sites/default/files/uploads/updatedraggingnotification.pdf"
"Hindi Version","https://pec.ac.in/sites/default/files/uploads/updatedhindiversion.pdf"
"Url: 91","https://pec.ac.in/privacy-policy"
"Skip to main content","https://pec.ac.in/privacy-policy#main-content"
"Quick Links","https://pec.ac.in/privacy-policy#0"
"Url: 92","https://pec.ac.in/reporting-copyright-infringement"
"Skip to main content","https://pec.ac.in/reporting-copyright-infringement#main-content"
"Quick Links","https://pec.ac.in/reporting-copyright-infringement#0"
"Url: 93","https://pec.ac.in/institute/email-services#main-content"
"Url: 94","https://pec.ac.in/top-stories"
"Skip to main content","https://pec.ac.in/top-stories#main-content"
"Quick Links","https://pec.ac.in/top-stories#0"
"Role of Geospatial Technology","https://pec.ac.in/events/role-geospatial-technology-smart-city-initiatives-goi"
"Mentoring Session On PoCs","https://pec.ac.in/events/first-regional-mentoring-session-pocs"
"Open House 2019","https://pec.ac.in/events/pec-students-display-innovative-projects-open-house-2019"
"1","https://pec.ac.in/top-stories#"
"2","https://pec.ac.in/top-stories?page=1"
"3","https://pec.ac.in/top-stories?page=2"
"4","https://pec.ac.in/top-stories?page=3"
"5","https://pec.ac.in/top-stories?page=4"
"6","https://pec.ac.in/top-stories?page=5"
"Url: 95","https://pec.ac.in/pec-anthem"
"Skip to main content","https://pec.ac.in/pec-anthem#main-content"
"Quick Links","https://pec.ac.in/pec-anthem#0"
"Url: 96","https://pec.ac.in/rules-guidelines-forms"
"Skip to main content","https://pec.ac.in/rules-guidelines-forms#main-content"
"Quick Links","https://pec.ac.in/rules-guidelines-forms#0"
"Delegation Document","https://pec.ac.in/sites/default/files/uploads/delegation_document_10-12-15.pdf"
"MOA and BYE Laws","https://pec.ac.in/sites/default/files/uploads/Amended-MOA-PEC.pdf"
"Ordinances","https://pec.ac.in/sites/default/files/uploads/ordinance_0.pdf"
"Part 1","https://pec.ac.in/sites/default/files/uploads/senate-manu-1_2.pdf"
"Part 2","https://pec.ac.in/sites/default/files/uploads/SENATE-Mnu.-2.pdf"
"Senate Manual (Modified)","https://pec.ac.in/sites/default/files/uploads/minutes_senate_79_annexure_B_senate_manual.pdf"
"National Policy on Education","https://pec.ac.in/sites/default/files/uploads/npe86_0.pdf"
"Faculty Handbook","https://pec.ac.in/sites/default/files/uploads/facultyhandbook_0.pdf"
"Engagement of Classes and Attendance","https://pec.ac.in/rules-guidelines-forms/engagement-classes"
"Objectives, Norms & Guidelines","https://pec.ac.in/sites/default/files/uploads/normsforcoursesandtraining.pdf"
"Flow Chart of purchase procedure (Above Rs 1.00 Lac )","https://pec.ac.in/sites/default/files/uploads/purchase-process-above-1-lac.pdf"
"Flow Chart of purchase procedure (Above Rs 15,000/- and upto Rs 1.00 Lac)","https://pec.ac.in/sites/default/files/uploads/purchase-process-below-1-lac.pdf"
"Important Guidelines for purchase of Goods","https://pec.ac.in/sites/default/files/uploads/guidelines-for-purchase_0.pdf"
"Purchase Manual","https://pec.ac.in/sites/default/files/uploads/purchasemanual_new_0.pdf"
"Click here for List","https://pec.ac.in/sites/default/files/uploads/seniority_list_HAS_faculty_27-11-15.pdf"
"Click here for Notice","https://pec.ac.in/sites/default/files/uploads/notice_hac_27-11-15.pdf"
"Application for allotment of house in PEC Campus","https://pec.ac.in/sites/default/files/uploads/consent_form.pdf"
"Amendment in the rules of House Allotment as per notification issued by Secretary, House Allotment Committee vide no. 2020/A6/217, dated 12.03.2020.","https://pec.ac.in/sites/default/files/uploads/amendment%20house%20allotment12032020.pdf#overlay-context=rules-guidelines-forms"
"Application Form for The Festival Advance","https://pec.ac.in/sites/default/files/uploads/festival_advance.pdf"
"Performa for Calling Facility","https://pec.ac.in/sites/default/files/uploads/CallingFacility.pdf"
"Performa for Reimbursement of Telephone Bills","https://pec.ac.in/sites/default/files/uploads/telephone-bills-reimbursement-performa.pdf"
"Proforma for Identity-cum Dependent Card","https://pec.ac.in/sites/default/files/uploads/proforma_icard_pec.pdf"
"No Dues Certificate (for retiring employees)","https://pec.ac.in/sites/default/files/uploads/no_dues_retirement_pec.pdf"
"Undertaking for Fresh and renewal of Passport","https://pec.ac.in/sites/default/files/uploads/undertaking_passport_pec.pdf"
"Form for Nominations","https://pec.ac.in/sites/default/files/uploads/form_nomination_pec.pdf"
"Proforma for L.T.C","https://pec.ac.in/sites/default/files/uploads/proforma_ltc_pec.pdf"
"Application form for Special Casual Leave/ Project Leave","https://pec.ac.in/sites/default/files/uploads/Proforma-SCL-PL.pdf"
"Special Casual Leave/ Project Leave / Special Leave","https://pec.ac.in/rules-guidelines-forms/guidelines-special-leave"
"Gropup C","https://pec.ac.in/sites/default/files/uploads/group_c_4-9-19.pdf"
"Group D","https://pec.ac.in/sites/default/files/uploads/group_d_4-9-19.pdf"
"Medium of Instructions Certificate","https://pec.ac.in/sites/default/files/uploads/medium_instructions_certificate_14-2-2020.pdf"
"Consolidated Grades Sheet Certificate","https://pec.ac.in/sites/default/files/uploads/consolidated_grades_certificate_14-2-2020.pdf"
"Certificate for BE/B.Tech. Final Year Students","https://pec.ac.in/sites/default/files/uploads/certificate_btech_2019.pdf"
"Percentage Conversion Certificate","https://pec.ac.in/sites/default/files/uploads/percentage_conversion_certificate_14-2-2020.pdf"
"Internship of Students of Other Institutes at PEC","https://pec.ac.in/sites/default/files/uploads/internship_pec_other.pdf"
"CAS 2018 Notice","https://pec.ac.in/sites/default/files/uploads/cas_2018_notice.pdf"
"PBAS Performa as per UGC 2018","https://pec.ac.in/sites/default/files/uploads/pbas_performa_2018.doc"
"CAS-2018 Public Notice on Academic Integrity","https://pec.ac.in/sites/default/files/uploads/cas_18_nai.pdf"
"Counting of past service for CAS-2018","https://pec.ac.in/sites/default/files/uploads/cas_2018_notice_past_service.pdf"
"Custom and GST Exemption Certificate","https://pec.ac.in/sites/default/files/uploads/pec_gst_custom_duty_certificate.pdf"
"TA/DA rules","https://pec.ac.in/sites/default/files/uploads/TA-RULES.pdf"
"Empanelment of Vendors for Providing Taxi Services","https://pec.ac.in/sites/default/files/uploads/hiring_taxi_30-7-20.pdf"
"Service Tax No.","https://pec.ac.in/sites/default/files/uploads/Central-board-of-excise-and-customs.pdf"
"Educational Institute","https://pec.ac.in/sites/default/files/uploads/Chief-commissioner-of-income-tax.pdf"
"PAN/TAN","https://pec.ac.in/sites/default/files/uploads/Income-tax-pan-services-unit.pdf"
"Custom Duty Exemption Certificate","https://pec.ac.in/sites/default/files/uploads/Certificate-of-Registration.pdf"
"Registration u/s 12 A(a) of Income Tax Act","https://pec.ac.in/sites/default/files/uploads/government-of-India-Income-tax.pdf"
"VAT on sale of Institute Scrap","https://pec.ac.in/sites/default/files/uploads/Circular-Prevalent-taxation-laws.pdf"
"Order u/s 89 G(5)(vi) of Income Tax Act","https://pec.ac.in/sites/default/files/uploads/office-of-the-commissioner-of-income-tax-I.pdf"
"TDS / Service Tax","https://pec.ac.in/sites/default/files/uploads/tds.pdf"
"Download Logo","https://pec.ac.in/sites/default/files/uploads/Old-and-New-Logo-PEC.doc"
"Archive","https://pec.ac.in/rules-guidelines-forms/archive"
"Url: 97","https://pec.ac.in/institute/email-services#0"
"Url: 98","https://pec.ac.in/jobs#main-content"
"Url: 99","https://pec.ac.in/jobs#0"
"Url: 100","https://pec.ac.in/jobs/archive"
"Skip to main content","https://pec.ac.in/jobs/archive#main-content"
"Quick Links","https://pec.ac.in/jobs/archive#0"
"Click Here to View Details","https://pec.ac.in/jobs/job-estate-31-8-20"
"Click Here to View Details","https://pec.ac.in/jobs/job-18-8-20"
"Click Here to View Details","https://pec.ac.in/jobs/job-estate-works-28-01-2020"
"Click Here to View Details","https://pec.ac.in/jobs/job-20-1-2020"
"Click Here to View Details","https://pec.ac.in/jobs/job-31-12-19"
"Click Here to View Details","https://pec.ac.in/jobs/job-26-12-19"
"Click Here to View Details","https://pec.ac.in/jobs/job-27-11-19"
"Click Here to View Details","https://pec.ac.in/jobs/jobdean-alumni-office25-11-19"
"Click Here to View Details","https://pec.ac.in/jobs/jobresearch-projectdstfocused-web-crawling"
"Click Here to View Details","https://pec.ac.in/jobs/joblibraryapprenticeship-training"
"1","https://pec.ac.in/jobs/archive#"
"2","https://pec.ac.in/jobs/archive?page=1"
"3","https://pec.ac.in/jobs/archive?page=2"
"4","https://pec.ac.in/jobs/archive?page=3"
"5","https://pec.ac.in/jobs/archive?page=4"
"6","https://pec.ac.in/jobs/archive?page=5"
"7","https://pec.ac.in/jobs/archive?page=6"
"8","https://pec.ac.in/jobs/archive?page=7"
"9","https://pec.ac.in/jobs/archive?page=8"
"Url: 101","https://pec.ac.in/tenders#main-content"
"Url: 102","https://pec.ac.in/tenders#0"
"Url: 103","https://pec.ac.in/tenders?field_tenders_quotations_auction_value=&order=field_last_date&sort=asc"
"Skip to main content","https://pec.ac.in/tenders?field_tenders_quotations_auction_value=&order=field_last_date&sort=asc#main-content"
"Quick Links","https://pec.ac.in/tenders?field_tenders_quotations_auction_value=&order=field_last_date&sort=asc#0"
"Last Date","https://pec.ac.in/tenders?field_tenders_quotations_auction_value=&order=field_last_date&sort=desc"
"Url: 105","https://pec.ac.in/tenders/archive"
"Skip to main content","https://pec.ac.in/tenders/archive#main-content"
"Quick Links","https://pec.ac.in/tenders/archive#0"
"Last Date","https://pec.ac.in/tenders/archive?field_tenders_quotations_auction_value=&order=field_last_date&sort=asc"
"Download Tender","https://pec.ac.in/sites/default/files/uploads/tenders/tender_ece_28-8-20.pdf"
"Download Bid Document","https://pec.ac.in/sites/default/files/uploads/tenders/tender_cc_25-8-20.pdf"
"Download Bid Document","https://pec.ac.in/sites/default/files/uploads/tenders/tender_cc_11-8-20.pdf"
"Download Tender","https://pec.ac.in/sites/default/files/uploads/tenders/tender_cc_11-8-20-1.pdf"
"Download Corrigendum","https://pec.ac.in/sites/default/files/uploads/tenders/corrigendum_cc_20-8-20.pdf"
"Download Revised Tender","https://pec.ac.in/sites/default/files/uploads/tenders/tender_ece_14-8-20.pdf"
"Download Tender (1)","https://pec.ac.in/sites/default/files/uploads/tenders/tender_metta_9-7-20.pdf"
"Download Tender (2)","https://pec.ac.in/sites/default/files/uploads/tenders/tender_metta_1_9-7-20.pdf"
"Download Tender (3)","https://pec.ac.in/sites/default/files/uploads/tenders/tender_metta_2_9-7-20.pdf"
"Download Tender","https://pec.ac.in/sites/default/files/uploads/tenders/tender_admin_3-7-20.pdf"
"Download Tender","https://pec.ac.in/sites/default/files/uploads/tenders/tender_admin_25-6-2020.docx"
"Download Tender","https://pec.ac.in/sites/default/files/uploads/tenders/tender_dsa_18-6-20.pdf"
"Download Tender","https://pec.ac.in/sites/default/files/uploads/tenders/tender_estate_18-5-19.pdf"
"1","https://pec.ac.in/tenders/archive#"
"2","https://pec.ac.in/tenders/archive?page=1"
"3","https://pec.ac.in/tenders/archive?page=2"
"4","https://pec.ac.in/tenders/archive?page=3"
"5","https://pec.ac.in/tenders/archive?page=4"
"6","https://pec.ac.in/tenders/archive?page=5"
"7","https://pec.ac.in/tenders/archive?page=6"
"8","https://pec.ac.in/tenders/archive?page=7"
"9","https://pec.ac.in/tenders/archive?page=8"
"Url: 106","https://pec.ac.in/office-orders#main-content"
"Url: 107","https://pec.ac.in/office-orders#0"
"Url: 110","https://pec.ac.in/nirf-data-20#main-content"
"Url: 111","https://pec.ac.in/nirf-data-20#0"
"Url: 113","https://pec.ac.in/node/549#main-content"
"Url: 114","https://pec.ac.in/rti"
"Skip to main content","https://pec.ac.in/rti#main-content"
"Quick Links","https://pec.ac.in/rti#0"
"Url: 115","https://pec.ac.in/node/549#0"
"Url: 119","https://pec.ac.in/tnp/about-cell#main-content"
"Url: 120","https://pec.ac.in/tnp/invitation"
"Skip to main content","https://pec.ac.in/tnp/invitation#main-content"
"Quick Links","https://pec.ac.in/tnp/invitation#0"
"Url: 121","https://pec.ac.in/tnp/message-director"
"Skip to main content","https://pec.ac.in/tnp/message-director#main-content"
"Quick Links","https://pec.ac.in/tnp/message-director#0"
"Url: 122","https://pec.ac.in/tnp/message-tpo"
"Skip to main content","https://pec.ac.in/tnp/message-tpo#main-content"
"Quick Links","https://pec.ac.in/tnp/message-tpo#0"
"Url: 123","https://pec.ac.in/tnp/placement-procedure"
"Skip to main content","https://pec.ac.in/tnp/placement-procedure#main-content"
"Quick Links","https://pec.ac.in/tnp/placement-procedure#0"
"Url: 124","https://pec.ac.in/tnp/policy"
